来源：hk.jobsdb.com,生成时间：2026-06-13 21:22:47,申请总数：43,记录总数：2171
序号,公司,职位,状态,来源,薪资,记录时间
1391,Lingnan University,"Prof/Asso Prof/Asst Prof in Creative Industries, DACI  (Post Ref.: 26/150)",skipped_reject,SavedSearch:ai,,2026-06-13 18:19:41
1392,Robert Half Hong Kong Limited,Investment Director,skipped_region,SavedSearch:ai,,2026-06-13 18:19:43
1393,NTT DATA Hong Kong Limited,Solutions Consultant,skipped_reject,SavedSearch:ai,,2026-06-13 18:19:55
1394,Newrecs Consultancy Limited,"(Python, Integration/Power Apps/AWS, .Net, Java) Developer/Analyst Programmer",skipped_reject,SavedSearch:ai,,2026-06-13 18:20:07
1395,ConnectedGroup Limited,Chief Information Officer,skipped_region,SavedSearch:ai,,2026-06-13 18:20:10
1396,Materia Logic Limited,Senior Full Stack Developer,skipped_reject,SavedSearch:ai,,2026-06-13 18:20:22
1397,WPP Media Hong Kong Limited,"Manager, Strategy & Growth",skipped_region,SavedSearch:ai,,2026-06-13 18:20:24
1398,ELE Bank Limited,"Manager, Structured Products",skipped_reject,SavedSearch:ai,,2026-06-13 18:20:35
1399,Dah Chong Hong Holdings Limited,Head of Technology (Healthcare),skipped_reject,SavedSearch:ai,,2026-06-13 18:20:49
1400,Hong Kong Aircraft Engineering Co Ltd,Group Digital Business Analyst (AI-Enabled Operation Solutions),skipped_reject,SavedSearch:ai,,2026-06-13 18:21:00
1401,PeopleSearch Limited,Pre-sales bidding_Government_Project delivery,skipped_region,SavedSearch:ai,,2026-06-13 18:21:03
1402,Saint Francis University,"Academic Staff, School of Computing and Information Sciences (26/71)",skipped_reject,SavedSearch:ai,,2026-06-13 18:21:16
1403,CL Technical Services Ltd.,"Full Stack Engineer (Java, Python)",skipped_region,SavedSearch:ai,,2026-06-13 18:21:19
1404,Chinese Health Management Center,註冊中醫師 (歡迎應屆畢業生 / 具發展潛力新人),skipped_reject,SavedSearch:ai,,2026-06-13 18:21:31
1405,OCBC Bank (Hong Kong) Limited,"Assistant Vice President, Data Analytics",skipped_reject,SavedSearch:ai,,2026-06-13 18:21:51
1406,Ignite Recruitment Hong Kong Limited,Senior Software Developer - Top Tier Hedge Fund (Python),skipped_region,SavedSearch:ai,,2026-06-13 18:21:54
1407,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,"Business and Risk Analyst - (C39081) ERM, TRM framework, COBIT, ISO27001, NIST",skipped_reject,SavedSearch:ai,,2026-06-13 18:22:04
1408,Hong Kong Quantum AI Lab Limited,Electron Frontend Developer,skipped_reject,SavedSearch:ai,,2026-06-13 18:22:22
1409,Gleneagles Hospital Hong Kong,"Analytics Engineer, Operational Excellence (1-year contract)",skipped_region,SavedSearch:ai,,2026-06-13 18:22:25
1410,Master Concept (Hong Kong) Limited,Key Account Manager (Govt & Public Sector),skipped_reject,SavedSearch:ai,,2026-06-13 18:22:41
1411,Hong Kong Baptist University,"Assistant Manager/Senior Programme Officer/Programme Officer, School of Business",skipped_reject,SavedSearch:ai,,2026-06-13 18:22:51
1412,Green Tomato Limited,Senior UI/UX Designer,skipped_reject,SavedSearch:ai,,2026-06-13 18:23:12
1413,China CITIC Bank International Limited,"M/SM, Business Intelligence (SAS, Python, Tableau knowledge preferred)",skipped_region,SavedSearch:ai,,2026-06-13 18:23:15
1414,Logistics and Supply Chain MultiTech R&D Centre Limited,Senior System Analyst / System Analyst (Systems),skipped_region,SavedSearch:ai,,2026-06-13 18:23:18
1415,The Education University of Hong Kong,Assistant Professor - Educational Neuroscience,skipped_reject,SavedSearch:ai,,2026-06-13 18:23:31
1416,PERSOL Hong Kong Limited,IT Manager - Japanese speaking (FMCG /Native Japanese speaker welcome),skipped_reject,SavedSearch:ai,,2026-06-13 18:23:44
1417,LFCC MANAGEMENT LIMITED,Industrial Automation Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 18:23:59
1418,Amazin Consultants Limited,Asset Management Marketing Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 18:24:13
1419,Nilorn East Asia Ltd,Regional Sourcing Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 18:24:25
1420,Manpower Services (Hong Kong) Limited,Cloud Engineer (AWS & Azure),skipped_reject,SavedSearch:ai,,2026-06-13 18:24:38
1421,Li & Fung (Trading) Ltd,Senior Technical Business Analyst (Solution Architect),skipped_reject,SavedSearch:ai,,2026-06-13 18:24:50
1422,Shanghai Commercial Bank Ltd,Senior Programmer (Data Warehouse),skipped_reject,SavedSearch:ai,,2026-06-13 18:25:01
1423,TVB New Media Group Limited,System Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 18:25:11
1424,Acton Consulting Limited,IBM Development Team - Java SpringBoot / Python / Node.js / React Native,skipped_reject,SavedSearch:ai,,2026-06-13 18:25:23
1425,NEC Hong Kong Limited,Sales Manager – IT Solutions,skipped_reject,SavedSearch:ai,,2026-06-13 18:25:34
1426,JAC Recruitment Pte. Ltd.,Head of Product (Platform Solutions),skipped_region,SavedSearch:ai,,2026-06-13 18:25:37
1427,Asia Insurance,Financial Reporting – Assistant Manager / Supervisor (Job Ref: AI/FRAMSUR/JD),skipped_region,SavedSearch:ai,,2026-06-13 18:25:40
1428,See Change Education,Product Builder Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:25:51
1429,CMB Wing Lung Bank Limited,"Manager, Business & Service Management (Retail Finance Headquarters)",skipped_region,SavedSearch:ai,,2026-06-13 18:25:54
1430,PwC,Legal Counsel (Manager) - Data Protection/Data Privacy,skipped_reject,SavedSearch:ai,,2026-06-13 18:26:06
1431,Hong Kong Science & Technology Parks Corporation,"Senior Manager, Startup Programme Management (Acceleration Programme)",skipped_reject,SavedSearch:ai,,2026-06-13 18:26:18
1432,Robert Walters (HK) Ltd,Trade Support Analyst - Global Hedge Fund,skipped_reject,SavedSearch:ai,,2026-06-13 18:26:34
1433,Accenture Company Limited,Digital Strategist - Accenture,skipped_reject,SavedSearch:ai,,2026-06-13 18:26:47
1434,Seamatch Asia Limited,Business Analyst fresh graduate /Procurement Officer/ IT Business Analyst AI,skipped_region,SavedSearch:ai,,2026-06-13 18:26:50
1435,FreightAmigo Services Limited,Senior Analyst Programmer/ System Analyst (5-day work),skipped_reject,SavedSearch:ai,,2026-06-13 18:27:04
1436,Accenture Technology Solutions (HK) Ltd,Technology - Business Analyst (Insurance),skipped_reject,SavedSearch:ai,,2026-06-13 18:27:14
1437,Lingnan University,"Postdoctoral Fellow, Hong Kong Institute of Business Studies",skipped_reject,SavedSearch:ai,,2026-06-13 18:27:28
1438,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,Contract System Analyst (Bid Ref 59233-3) (C38778) - public-facing application,skipped_region,SavedSearch:ai,,2026-06-13 18:27:31
1439,Lively Impact Technology Limited,Business Analyst/Senior Business Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:27:43
1440,Hong Kong Education City Limited,Partnership Development Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:27:54
1441,FSE Engineering Group Limited,Analyst Programmer,applied,SavedSearch:ai,,2026-06-13 18:28:30
1442,Bloomberg L P,Bloomberg Intelligence Asia Consumer Products Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:28:42
1443,UBS AG,IB BRM – Operational Risk Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:28:55
1444,Bank of China (Hong Kong) Limited,"AML Manager, Transaction Monitoring (Regtech system project manager)",skipped_region,SavedSearch:ai,,2026-06-13 18:28:58
1445,Varadise Limited,Business Development Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:29:09
1446,Green Tomato Limited,Assistant UI/UX Manager/ UI/UX Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:29:19
1447,Gleneagles Hospital Hong Kong,System Analyst,skipped_region,SavedSearch:ai,,2026-06-13 18:29:22
1448,CHOW TAI FOOK JEWELLERY CO LTD,"Senior Manager, Financial Systems",skipped_reject,SavedSearch:ai,,2026-06-13 18:29:39
1449,Hong Kong Baptist University,"Research Assistant/Senior Research Assistant,Department of Communication Studies",skipped_reject,SavedSearch:ai,,2026-06-13 18:30:00
1450,ASMPT Technology Hong Kong Limited,"(Senior) Manager, PLM (Strategy & Projects)",skipped_reject,SavedSearch:ai,,2026-06-13 18:30:18
1451,Lalamove,Senior Business Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:30:32
1452,ADECCO,IT Manager,skipped_region,SavedSearch:ai,,2026-06-13 18:30:34
1453,CL Technical Services Ltd.,"Programmer / Analyst Programmer (Python, JavaScript)",skipped_reject,SavedSearch:ai,,2026-06-13 18:30:48
1454,ELE Bank Limited,"Manager, Fund Products",skipped_reject,SavedSearch:ai,,2026-06-13 18:31:00
1455,Project Orbis Int'l Inc,Assistant Development Manager (Fundraising),skipped_reject,SavedSearch:ai,,2026-06-13 18:31:14
1456,"The Bank of East Asia, Limited",Risk Modelling Manager - Risk Analytics & Governance,skipped_reject,SavedSearch:ai,,2026-06-13 18:31:27
1457,PressLogic Limited,Business Development Manager – Event & Sponsorship (B2B),skipped_reject,SavedSearch:ai,,2026-06-13 18:31:45
1458,Creative Education Management Limited,Edtech Specialist,skipped_reject,SavedSearch:ai,,2026-06-13 18:31:58
1459,Hays Hong Kong Limited,Project Manager (Insurance Agency Platform),skipped_region,SavedSearch:ai,,2026-06-13 18:32:00
1460,Lenovo PCCW Solutions,Project Director,skipped_reject,SavedSearch:ai,,2026-06-13 18:32:14
1461,Link Asset Management Limited,Senior Officer - Business Analytics,skipped_reject,SavedSearch:ai,,2026-06-13 18:32:30
1462,TradingKey,Senior Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:32:45
1463,CL Technical Services Ltd.,"OutSystems Developer / Programmer (Low-code, Over $40K)",skipped_reject,SavedSearch:ai,,2026-06-13 18:32:58
1464,Hong Kong Education City Limited,Senior Project Officer / Senior Product Officer,skipped_reject,SavedSearch:ai,,2026-06-13 18:33:11
1465,Shokz global limited,Embedded Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 18:33:26
1466,The Hong Kong Jockey Club,"Manager, Membership Intelligence",skipped_reject,SavedSearch:ai,,2026-06-13 18:33:38
1467,Yusen Logistics Global Management (Hong Kong) Limited,Data Analyst (DS-MP),skipped_reject,SavedSearch:ai,,2026-06-13 18:33:52
1468,AAStocks.com Limited,Financial Anchor,skipped_reject,SavedSearch:ai,,2026-06-13 18:34:04
1469,Chong Hing Bank Limited,Senior Systems Analyst/ Systems Analyst (Data Section),skipped_reject,SavedSearch:ai,,2026-06-13 18:34:17
1470,Recruit Logic Limited,"IT business Analyst, Logistics, Up to $39k",skipped_reject,SavedSearch:ai,,2026-06-13 18:34:42
1471,Aecom Asia Company Limited,Digital Solution Developer,skipped_reject,SavedSearch:ai,,2026-06-13 18:34:53
1472,Omni Group Asia Limited,Marketing Director (Manufacturing Sector),skipped_region,SavedSearch:ai,,2026-06-13 18:34:56
1473,Fortune Case Limited,Web3业务经理 Web3 Business Manager,skipped_region,SavedSearch:ai,,2026-06-13 18:34:59
1474,Charterhouse Limited,Marketing and Brand Manager - Global FinTech/ Trading/ PE,skipped_region,SavedSearch:ai,,2026-06-13 18:35:02
1475,TEKsystems,Project Manager - Banking,skipped_region,SavedSearch:ai,,2026-06-13 18:35:04
1476,Leadership Solutions Limited,Head of IT (Retail -Excellent Remuneration Package),skipped_region,SavedSearch:ai,,2026-06-13 18:35:07
1477,Strawberry Cosmetics (Services) Limited,Assistant Digital Marketing Manager (eCommerce / Digital),skipped_reject,SavedSearch:ai,,2026-06-13 18:35:24
1478,Hospital Authority,Research Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 18:35:41
1479,AXA Hong Kong and Macau,Assistant Digital Business Manager,skipped_region,SavedSearch:ai,,2026-06-13 18:35:44
1480,ANKH 機能再生 痛症健康集團,Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:35:56
1481,HKT,Marketing Manager,skipped_region,SavedSearch:ai,,2026-06-13 18:35:58
1482,E-park Parking Management Limited,Control Centre Operations Officer (Ref.: YCH-CCOO),skipped_reject,SavedSearch:ai,,2026-06-13 18:36:11
1483,PressLogic Limited,Sales Manager – Pet Economy & Community Verticals,skipped_region,SavedSearch:ai,,2026-06-13 18:36:13
1484,Risksis Technology Limited,Software Engineer (Computer Science)($30k-50k),skipped_reject,SavedSearch:ai,,2026-06-13 18:36:28
1485,Town Health Corporate Advisory and Investments Limited,Creative Lead - Digital Content Marketing,skipped_reject,SavedSearch:ai,,2026-06-13 18:36:42
1486,Gopher Redwoods Asset Management Limited,Glory GM,skipped_region,SavedSearch:ai,,2026-06-13 18:36:44
1487,PressLogic Limited,"Senior Digital Media & Event Sales (Govt, NGO & Professional Services Sector)",skipped_region,SavedSearch:ai,,2026-06-13 18:36:47
1488,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,Contract Programmer (C39440) (Bid Ref 59947-1),skipped_region,SavedSearch:ai,,2026-06-13 18:36:49
1489,PERSOL Hong Kong Limited,Data Analyst ( PowerBI/ Perm/ Up to 40K x 13M + bonus),skipped_reject,SavedSearch:ai,,2026-06-13 18:37:03
1490,Richemont Asia Pacific Limited,Finance Data Product & Analytics Manager,skipped_region,SavedSearch:ai,,2026-06-13 18:37:06
1491,"Nextlink (HK) Technology Co., Ltd.",Sales Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:37:17
1492,BOCI-Prudential Asset Management Ltd,"AVP to VP, Portfolio Analysis & Solutions",skipped_region,SavedSearch:ai,,2026-06-13 18:37:20
1493,Pathsight Limited,Product Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:37:32
1494,Asia Football Marketing Limited,"Senior Manager, Marketing & Digital",skipped_region,SavedSearch:ai,,2026-06-13 18:37:34
1495,Morgan Philips Hong Kong Limited,Senior Consumer Insight Manager - Consumer Products/ FMCG,skipped_region,SavedSearch:ai,,2026-06-13 18:37:37
1496,Robert Walters (HK) Ltd,IT Project Manager - Enterprise Transformation Delivery,skipped_region,SavedSearch:ai,,2026-06-13 18:37:40
1497,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,Contract Programmer (C39439) (Bid Ref 59946-1),skipped_reject,SavedSearch:ai,,2026-06-13 18:37:56
1498,Beauty Home Group Limited,Chief Technology Officer (CTO),skipped_reject,SavedSearch:ai,,2026-06-13 18:38:09
1499,City University of Hong Kong,IT Manager in the Enterprise Solutions Office [Ref. R/116/26],skipped_reject,SavedSearch:ai,,2026-06-13 18:38:21
1500,Softwareone Hong Kong Limited,Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:38:33
1501,Robert Half Hong Kong Limited,APAC HR Manager (40-50k),skipped_region,SavedSearch:ai,,2026-06-13 18:38:35
1502,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,Contract Analyst Programmer (C39443) (Bid Ref 59951-1),skipped_reject,SavedSearch:ai,,2026-06-13 18:38:48
1503,Omni Group Asia Limited,Campaign Marketing Assistant Manager (Renewable Contract),skipped_region,SavedSearch:ai,,2026-06-13 18:38:51
1504,InfoTech Services ( HK ) Ltd. 資訊科技服務(香港)有限公司,Contract Systems Analyst (C39076) (Bid Ref 59561-2),skipped_reject,SavedSearch:ai,,2026-06-13 18:39:12
1505,The Hong Kong Jockey Club,"Manager, Business Performance",skipped_reject,SavedSearch:ai,,2026-06-13 18:39:23
1506,華視微電子(香港)有限公司,Technical Project Manager,skipped_region,SavedSearch:ai,,2026-06-13 18:39:26
1507,Seamatch Asia Limited,Project Management Assistant/Business Analyst-Procurement Officer/ IT / Banking,skipped_region,SavedSearch:ai,,2026-06-13 18:39:29
1508,AXA Hong Kong and Macau,"Assistant Manager, Information Security",skipped_region,SavedSearch:ai,,2026-06-13 18:39:32
1509,Hyphen Connect Limited,Founding Full-Stack Engineer (React Native Gaming),skipped_reject,SavedSearch:ai,,2026-06-13 18:39:48
1510,WorldMart International Limited,E-Commerce Manager (Amazon),skipped_reject,SavedSearch:ai,,2026-06-13 18:40:01
1511,I-Medi Asia Limited,Head of Digital Technology & Innovation,skipped_reject,SavedSearch:ai,,2026-06-13 18:40:13
1512,The Hong Kong Jockey Club,"Senior Manager, Business Performance",skipped_reject,SavedSearch:ai,,2026-06-13 18:40:25
1513,Michael Page International (HK) Ltd,EA to C Suite - up to 50K,skipped_region,SavedSearch:ai,,2026-06-13 18:40:28
1514,CK Life Sciences Limited,Project Manager (Biotechnology),skipped_reject,SavedSearch:ai,,2026-06-13 18:40:42
1515,Europe Group Holdings Ltd,Assistant Business Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:41:01
1516,Venturenix Limited,Outsystem Developer I Public Sector I,skipped_reject,SavedSearch:ai,,2026-06-13 18:41:12
1517,Hong Kong Education City Limited,Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 18:41:23
1518,Cathay Pacific Airways Ltd,Service Operations Analyst (36-month contract),skipped_region,SavedSearch:ai,,2026-06-13 18:41:26
1519,CLP Power Hong Kong Limited 中華電力有限公司,Platform Manager - Assets & Ops Services (Smart Metering System),skipped_reject,SavedSearch:ai,,2026-06-13 18:41:38
1520,Business Media Limited,BusinessFocus - Business & Project Manager (Event & IP),skipped_region,SavedSearch:ai,,2026-06-13 18:41:41
1521,Henderson Land Development Company Limited,SENIOR MANAGER – MARKETING (ONLINE),skipped_reject,SavedSearch:ai,,2026-06-13 18:41:53
1522,BDO Limited,System Analyst,skipped_region,SavedSearch:ai,,2026-06-13 18:41:55
1523,Newrecs Consultancy Limited,Project Manager/Business Analyst (Mobile Apps/Integration/Digital/Low Code),skipped_reject,SavedSearch:ai,,2026-06-13 18:42:05
1524,Varmeego Limited,System Analyst (Java),skipped_reject,SavedSearch:ai,,2026-06-13 18:42:17
1525,OmniSource Limited,MRI Radiographer,skipped_reject,SavedSearch:ai,,2026-06-13 18:42:31
1526,Wallem Shipping (HK) Limited,"Marketing & Sales Operations Manager, Maritime",skipped_region,SavedSearch:ai,,2026-06-13 18:42:34
1527,Recruit Logic Limited,"Android embedded engineer, R&D (Leading gaming company, Up to $80k)",skipped_reject,SavedSearch:ai,,2026-06-13 18:42:46
1528,The Trader Funds Limited,Web 3 Growth Marketing/Product Marketing/Community Marketing Manager(Blockchain),skipped_region,SavedSearch:ai,,2026-06-13 18:42:49
1529,"Furong Uptech Solution Co., Ltd",Graphic Designer / Senior Graphic Designer (Multimedia / Brand)  - Fintech,skipped_reject,SavedSearch:ai,,2026-06-13 18:43:00
1530,AS Watson Retail (HK) Limited,CRM System Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 18:43:13
